customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnFlag
C100517,Female,1,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Bank transfer,126.21,1427.59,Yes,1
C100518,Female,0,Yes,Yes,54,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,73.98,4024.45,Yes,1
C100519,Female,1,Yes,No,50,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,56.52,2774.22,Yes,1
C100520,Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card,18.0,671.72,Yes,1
C100521,Male,1,No,No,32,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.03,2420.09,No,0
C100522,Female,0,Yes,No,32,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer,135.58,4371.17,No,0
C100523,Male,0,Yes,No,28,No,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,52.89,1560.32,No,0
C100524,Female,0,Yes,No,68,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,58.47,4009.43,Yes,1
C100525,Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer,71.44,4902.39,Yes,1
C100526,Male,0,No,No,30,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,51.01,1624.35,Yes,1
C100527,Female,0,No,Yes,30,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,136.26,4073.92,No,0
C100528,Female,0,No,No,45,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,99.41,4519.27,Yes,1
C100529,Female,0,Yes,Yes,51,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,90.88,4606.07,Yes,1
C100530,Male,0,Yes,No,9,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,133.43,1162.02,Yes,1
C100531,Female,0,No,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card,121.17,4779.07,Yes,1
C100532,Male,0,Yes,No,2,No,No,No,No,No,No,No,No,No,One year,No,Electronic check,72.36,80.52,Yes,1
C100533,Male,0,Yes,No,58,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,61.63,3550.81,Yes,1
C100534,Male,0,Yes,Yes,51,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,61.32,3192.72,Yes,1
C100535,Female,0,Yes,Yes,33,No,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer,53.74,1786.56,Yes,1
C100536,Female,0,Yes,Yes,48,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,63.43,2955.79,Yes,1
C100537,Male,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,54.65,1517.08,Yes,1
C100538,Male,0,No,No,12,No,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,36.22,434.42,Yes,1
C100539,Female,0,Yes,No,68,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,18.0,1299.83,Yes,1
C100540,Male,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,101.37,6665.83,No,0
C100541,Female,0,No,No,60,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card,18.0,1034.75,Yes,1
C100542,Male,0,Yes,No,59,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,80.65,4845.0,No,0
C100543,Female,0,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card,99.06,6984.37,No,0
C100544,Male,1,No,No,23,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,83.2,1828.11,Yes,1
C100545,Female,0,Yes,Yes,62,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,65.56,4082.77,Yes,1
C100546,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card,76.5,4504.62,No,0
C100547,Female,0,No,Yes,22,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,56.95,1300.67,Yes,1
C100548,Female,0,Yes,Yes,29,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,67.22,1893.71,Yes,1
C100549,Male,0,No,Yes,59,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer,60.56,3510.35,Yes,1
C100550,Male,1,No,Yes,17,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card,49.39,909.0,Yes,1
C100551,Female,0,Yes,No,55,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,105.68,5833.09,Yes,1
C100552,Male,0,No,No,52,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,96.14,5036.07,Yes,1
C100553,Female,1,No,No,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer,65.5,368.8,No,0
C100554,Male,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card,71.43,4853.2,Yes,1
C100555,Female,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer,47.6,3457.99,No,0
C100556,Female,0,Yes,Yes,51,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer,80.81,4137.35,No,0
C100557,Female,0,No,No,3,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,66.88,317.15,Yes,1
C100558,Female,0,Yes,Yes,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,60.1,1973.51,No,0
C100559,Female,1,No,No,68,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card,77.7,5331.58,No,0
C100560,Female,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,72.54,2376.75,Yes,1
C100561,Male,0,No,No,68,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.61,3043.33,Yes,1
C100562,Male,0,Yes,Yes,37,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,96.99,3656.74,No,0
C100563,Male,0,Yes,Yes,25,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,99.56,2462.24,No,0
C100564,Female,0,No,No,0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,49.57,92.7,Yes,1
C100565,Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,160.0,428.03,Yes,1
C100566,Female,0,No,No,38,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,41.65,1519.51,Yes,1
C100567,Female,0,No,No,53,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,88.47,4690.88,No,0
C100568,Male,0,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,86.88,2773.72,Yes,1
C100569,Male,0,No,No,32,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card,91.61,2876.15,Yes,1
C100570,Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card,121.28,8649.13,No,0
C100571,Male,0,No,Yes,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,61.78,1251.9,Yes,1
C100572,Male,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,71.27,1052.86,Yes,1
C100573,Female,1,No,No,20,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,82.74,1706.85,Yes,1
C100574,Male,0,No,No,44,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,19.49,825.82,No,0
C100575,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,74.07,4508.3,Yes,1
C100576,Male,0,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,82.02,2458.14,Yes,1
C100577,Female,0,No,No,41,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer,48.74,2040.03,Yes,1
C100578,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,135.5,1486.42,Yes,1
C100579,Female,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,77.85,4882.5,No,0
C100580,Female,0,No,Yes,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer,47.89,155.76,Yes,1
C100581,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,52.84,428.41,Yes,1
C100582,Female,0,Yes,No,50,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,46.28,2199.12,Yes,1
C100583,Female,0,No,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,47.29,780.38,Yes,1
C100584,Female,1,Yes,No,2,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,80.13,233.96,Yes,1
C100585,Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,82.85,1851.6,Yes,1
C100586,Female,0,No,No,12,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,83.52,931.34,Yes,1
C100587,Male,0,No,No,1,No,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,90.31,147.45,Yes,1
C100588,Female,0,Yes,No,70,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card,82.68,5844.82,No,0
C100589,Male,0,Yes,No,20,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,135.31,2730.3,Yes,1
C100590,Male,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card,97.17,1726.79,Yes,1
C100591,Female,1,Yes,No,46,No,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,38.97,1753.03,Yes,1
C100592,Male,0,No,Yes,21,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card,71.03,1521.63,No,0
C100593,Female,0,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,36.15,1124.75,No,0
C100594,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer,70.66,2158.7,No,0
C100595,Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,27.79,1789.96,Yes,1
C100596,Male,0,Yes,No,38,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,62.99,2442.74,No,0
C100597,Male,0,No,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card,66.76,4815.0,No,0
C100598,Female,0,Yes,No,41,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer,29.67,1125.5,Yes,1
C100599,Female,1,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Credit card,70.47,538.82,Yes,1
C100600,Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,58.8,1394.11,Yes,1
C100601,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer,37.18,36.28,Yes,1
C100602,Female,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,97.68,1694.65,No,0
C100603,Female,0,Yes,No,19,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,59.57,1160.19,Yes,1
C100604,Male,0,Yes,Yes,69,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card,103.77,7254.6,No,0
C100605,Male,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,76.16,1158.94,No,0
C100606,Male,0,No,No,67,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card,58.28,3914.19,No,0
C100607,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Electronic check,40.98,144.71,No,0
C100608,Female,0,No,No,50,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card,34.79,1727.62,No,0
C100609,Female,0,No,No,25,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer,75.62,1853.84,No,0
C100610,Male,1,No,Yes,55,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,80.93,4460.06,Yes,1
C100611,Female,0,Yes,No,63,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,44.8,2859.09,No,0
C100612,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card,33.75,173.08,Yes,1
C100613,Female,0,No,Yes,36,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card,90.98,3327.09,Yes,1
C100614,Female,0,Yes,No,26,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,92.31,2389.44,Yes,1
C100615,Male,0,Yes,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer,45.2,1955.44,No,0
C100616,Male,1,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,64.46,116.72,No,0
C100617,Female,0,No,Yes,36,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer,85.51,3045.71,Yes,1
C100618,Male,0,No,No,70,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card,36.94,2555.46,Yes,1
C100619,Male,0,Yes,Yes,32,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,43.7,1338.65,Yes,1
C100620,Female,0,No,Yes,30,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,94.54,2859.88,Yes,1
C100621,Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,43.27,2343.93,Yes,1
C100622,Male,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,72.07,841.81,Yes,1
C100623,Female,1,No,No,10,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card,72.95,765.24,No,0
C100624,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,34.08,2387.67,No,0
C100625,Female,0,Yes,No,31,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,99.47,3067.87,No,0
C100626,Male,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer,23.24,1264.17,Yes,1
C100627,Female,0,No,No,37,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,78.35,2819.12,No,0
C100628,Male,0,No,No,59,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.22,3336.16,Yes,1
C100629,Male,0,No,Yes,18,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,73.1,1324.09,Yes,1
C100630,Male,0,No,No,55,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,62.96,3432.39,No,0
C100631,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,36.05,508.92,Yes,1
C100632,Male,0,No,Yes,32,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,61.02,1935.66,Yes,1
C100633,Male,0,Yes,Yes,9,No,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,84.33,820.61,Yes,1
C100634,Female,1,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,62.72,3943.63,Yes,1
C100635,Female,0,No,Yes,63,No,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,55.71,3444.99,Yes,1
C100636,Male,0,No,No,61,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,18.0,1174.13,Yes,1
C100637,Male,0,Yes,No,67,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,43.34,2922.05,Yes,1
C100638,Female,1,Yes,Yes,42,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer,47.76,1958.59,Yes,1
C100639,Female,1,Yes,Yes,58,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,95.15,5498.59,Yes,1
C100640,Female,0,Yes,No,51,No,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card,58.36,2934.88,No,0
C100641,Female,0,No,No,18,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,85.21,1583.34,No,0
C100642,Female,0,No,No,20,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,46.69,829.69,No,0
C100643,Male,0,No,No,21,No,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,18.0,391.91,No,0
C100644,Female,0,No,No,8,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,99.5,710.1,Yes,1
C100645,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card,46.88,280.77,Yes,1
C100646,Male,0,No,Yes,26,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card,97.99,2568.27,Yes,1
C100647,Male,0,Yes,No,16,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,63.46,954.83,No,0
C100648,Female,0,No,No,43,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,111.4,4825.06,Yes,1
C100649,Male,0,No,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,160.0,7088.21,No,0
C100650,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card,83.3,560.75,No,0
C100651,Female,0,Yes,No,17,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,29.05,518.28,No,0
C100652,Male,0,No,Yes,32,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,86.49,2841.36,Yes,1
C100653,Male,0,Yes,No,0,No,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,81.27,33.35,Yes,1
C100654,Female,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,32.97,207.93,Yes,1
C100655,Male,1,Yes,Yes,40,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer,50.21,1969.5,No,0
C100656,Male,0,Yes,No,54,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card,56.79,3066.83,No,0
C100657,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,80.61,291.31,Yes,1
C100658,Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card,42.53,2437.46,Yes,1
C100659,Female,0,No,No,17,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card,38.84,642.3,No,0
C100660,Female,0,No,Yes,48,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card,34.82,1641.4,No,0
C100661,Male,0,No,Yes,64,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Bank transfer,18.0,1145.43,No,0
C100662,Male,1,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer,88.85,4767.48,No,0
C100663,Female,0,Yes,No,60,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,72.48,4279.93,Yes,1
C100664,Male,1,No,No,7,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card,93.68,677.19,Yes,1
C100665,Male,1,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,48.57,43.22,Yes,1
C100666,Female,0,No,No,24,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,47.63,1092.26,Yes,1
C100667,Female,1,Yes,No,68,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,80.28,5366.28,No,0
C100668,Male,0,Yes,Yes,54,No,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,96.68,5274.54,No,0
C100669,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,99.54,3869.99,No,0
C100670,Male,0,Yes,No,49,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer,36.53,1745.02,Yes,1
C100671,Female,1,Yes,Yes,32,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,98.39,3154.97,Yes,1
C100672,Female,1,No,No,17,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,115.12,1939.59,Yes,1
C100673,Female,0,Yes,No,56,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,82.66,4684.03,Yes,1
C100674,Female,0,No,No,15,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,104.73,1520.06,No,0
C100675,Male,0,Yes,Yes,37,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.7,3163.83,Yes,1
C100676,Female,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,36.36,1496.92,No,0
C100677,Female,0,Yes,Yes,6,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,98.02,534.85,Yes,1
C100678,Female,0,No,No,52,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,81.64,4222.22,No,0
C100679,Female,0,Yes,Yes,62,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,39.39,2378.3,Yes,1
C100680,Female,0,No,Yes,31,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer,52.96,1598.34,No,0
C100681,Male,1,Yes,No,37,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,82.37,2969.98,Yes,1
C100682,Male,0,No,No,21,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,141.92,2927.29,Yes,1
C100683,Female,0,Yes,Yes,15,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer,123.99,1794.37,No,0
C100684,Male,0,No,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,18.0,884.61,Yes,1
C100685,Female,1,No,No,28,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,70.02,2009.16,Yes,1
C100686,Female,1,No,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,114.66,1733.9,No,0
C100687,Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card,57.89,991.1,Yes,1
C100688,Male,0,Yes,Yes,63,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.84,3435.56,Yes,1
C100689,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,53.84,601.23,Yes,1
C100690,Female,0,No,Yes,71,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.35,6763.49,Yes,1
C100691,Female,0,No,Yes,55,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer,81.53,4453.77,No,0
C100692,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer,85.99,364.49,Yes,1
C100693,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,64.1,629.87,Yes,1
C100694,Female,0,Yes,No,40,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,122.48,4895.58,Yes,1
C100695,Female,0,Yes,No,2,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,60.6,196.39,No,0
C100696,Male,0,No,No,32,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,96.4,3038.74,Yes,1
C100697,Female,0,No,No,49,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,18.0,859.94,No,0
C100698,Female,1,No,No,55,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,68.86,3700.94,No,0
C100699,Male,0,Yes,Yes,8,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.9,502.67,Yes,1
C100700,Female,1,No,Yes,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,73.1,3576.99,Yes,1
C100701,Female,0,No,No,28,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer,21.29,570.12,Yes,1
C100702,Male,0,Yes,No,38,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card,119.06,4526.65,Yes,1
C100703,Female,0,No,Yes,44,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,75.01,3296.89,Yes,1
