customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C100447,Female,0,No,No,54,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,102.46,5633.55,Yes
C100448,Male,1,No,No,56,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,134.7,7512.07,Yes
C100449,Female,0,Yes,Yes,16,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card,65.12,994.02,No
C100450,Female,0,No,Yes,38,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card,130.51,4968.08,No
C100451,Female,0,No,Yes,67,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,86.27,5753.07,No
C100452,Female,1,No,Yes,54,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,74.87,3942.31,Yes
C100453,Female,0,Yes,No,44,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card,68.14,2926.11,No
C100454,Male,0,No,No,0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,18.0,8.1,Yes
C100455,Male,1,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,56.49,1073.36,No
C100456,Female,0,No,No,20,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,36.26,647.58,No
C100457,Female,0,No,No,51,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card,96.26,4835.99,Yes
C100458,Male,0,No,No,42,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer,121.39,5089.09,No
C100459,Male,0,No,No,51,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,76.44,3891.99,Yes
C100460,Female,0,Yes,No,66,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,77.56,5160.98,No
C100461,Male,0,Yes,Yes,43,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer,98.88,4191.72,No
C100462,Female,0,No,Yes,31,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer,73.56,2271.12,Yes
C100463,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,106.09,921.27,No
C100464,Female,1,Yes,Yes,63,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card,140.95,8907.42,Yes
C100465,Male,0,No,No,68,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,113.33,7707.3,No
C100466,Female,1,No,No,67,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,51.32,3455.6,Yes
C100467,Male,0,No,No,27,No,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,95.18,2631.46,Yes
C100468,Male,1,No,No,52,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,49.97,2608.35,Yes
C100469,Female,0,Yes,No,50,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,63.37,3223.31,Yes
C100470,Male,0,Yes,No,52,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,119.31,6138.62,No
C100471,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,40.09,47.29,Yes
C100472,Male,1,No,Yes,16,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card,58.11,995.97,No
C100473,Female,0,No,No,66,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,104.27,6895.83,No
C100474,Male,0,No,Yes,46,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,44.29,2067.14,Yes
C100475,Female,0,No,No,55,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,18.0,1048.47,No
C100476,Male,0,No,No,22,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,25.25,517.64,Yes
C100477,Female,0,No,No,17,No,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,51.74,848.79,Yes
C100478,Male,0,No,No,0,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,68.83,109.88,Yes
C100479,Female,0,Yes,No,34,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,60.9,2053.33,No
C100480,Female,0,Yes,No,63,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,54.64,3414.5,No
C100481,Female,0,No,Yes,57,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,72.31,4058.17,Yes
C100482,Male,0,Yes,No,58,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,55.09,3239.91,No
C100483,Female,0,No,No,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.11,21.92,Yes
C100484,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer,76.9,197.83,Yes
C100485,Female,0,No,No,66,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.45,4872.43,No
C100486,Male,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer,100.48,3686.95,No
C100487,Female,0,Yes,No,28,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer,130.57,3571.44,No
C100488,Male,0,Yes,No,32,No,No,No,No,No,No,No,No,No,One year,No,Credit card,18.0,432.58,No
C100489,Male,0,Yes,No,60,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,85.58,5222.5,Yes
C100490,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,74.77,274.89,Yes
C100491,Male,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,108.35,1357.32,Yes
C100492,Male,0,No,No,32,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,54.78,1711.87,Yes
C100493,Female,0,No,Yes,21,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer,58.69,1234.83,Yes
C100494,Male,0,No,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,31.26,1459.11,Yes
C100495,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,100.75,168.29,Yes
C100496,Male,0,No,No,22,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer,74.08,1587.4,Yes
C100497,Female,0,No,No,67,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer,103.79,6929.96,No
C100498,Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,57.08,1166.27,Yes
C100499,Female,1,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,49.85,2094.51,Yes
C100500,Male,0,Yes,No,25,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,91.82,2270.96,Yes
C100501,Male,0,No,Yes,40,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.84,2360.21,No
C100502,Male,0,No,Yes,37,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,88.94,3397.96,Yes
C100503,Female,0,Yes,No,10,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card,85.33,824.46,Yes
C100504,Male,0,No,No,28,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.21,2075.93,Yes
C100505,Male,0,No,Yes,59,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.77,3177.61,Yes
C100506,Female,0,No,No,66,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.73,5362.73,No
C100507,Male,0,No,No,64,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer,47.24,3047.06,No
C100508,Female,0,No,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,72.93,4437.57,Yes
C100509,Female,0,Yes,No,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,120.48,2238.22,Yes
C100510,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,107.2,4822.64,Yes
C100511,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,54.75,2561.58,No
C100512,Male,1,No,No,21,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,78.18,1634.04,Yes
C100513,Female,0,No,No,56,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer,53.91,3047.96,No
C100514,Female,0,No,Yes,13,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,78.45,1002.62,No
C100515,Male,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,42.5,1815.91,Yes
C100516,Female,0,Yes,No,15,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,50.33,835.87,No
C100517,Female,1,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Bank transfer,126.21,1427.59,Yes
C100518,Female,0,Yes,Yes,54,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,73.98,4024.45,Yes
C100519,Female,1,Yes,No,50,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,56.52,2774.22,Yes
C100520,Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card,18.0,671.72,Yes
C100521,Male,1,No,No,32,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.03,2420.09,No
C100522,Female,0,Yes,No,32,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer,135.58,4371.17,No
C100523,Male,0,Yes,No,28,No,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,52.89,1560.32,No
C100524,Female,0,Yes,No,68,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,58.47,4009.43,Yes
C100525,Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer,71.44,4902.39,Yes
C100526,Male,0,No,No,30,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,51.01,1624.35,Yes
C100527,Female,0,No,Yes,30,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,136.26,4073.92,No
C100528,Female,0,No,No,45,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,99.41,4519.27,Yes
C100529,Female,0,Yes,Yes,51,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,90.88,4606.07,Yes
C100530,Male,0,Yes,No,9,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,133.43,1162.02,Yes
C100531,Female,0,No,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card,121.17,4779.07,Yes
C100532,Male,0,Yes,No,2,No,No,No,No,No,No,No,No,No,One year,No,Electronic check,72.36,80.52,Yes
C100533,Male,0,Yes,No,58,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,61.63,3550.81,Yes
C100534,Male,0,Yes,Yes,51,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,61.32,3192.72,Yes
C100535,Female,0,Yes,Yes,33,No,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer,53.74,1786.56,Yes
C100536,Female,0,Yes,Yes,48,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,63.43,2955.79,Yes
C100537,Male,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,54.65,1517.08,Yes
C100538,Male,0,No,No,12,No,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,36.22,434.42,Yes
C100539,Female,0,Yes,No,68,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,18.0,1299.83,Yes
C100540,Male,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,101.37,6665.83,No
C100541,Female,0,No,No,60,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card,18.0,1034.75,Yes
C100542,Male,0,Yes,No,59,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,80.65,4845.0,No
C100543,Female,0,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card,99.06,6984.37,No
C100544,Male,1,No,No,23,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,83.2,1828.11,Yes
C100545,Female,0,Yes,Yes,62,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,65.56,4082.77,Yes
C100546,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card,76.5,4504.62,No
C100547,Female,0,No,Yes,22,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,56.95,1300.67,Yes
C100548,Female,0,Yes,Yes,29,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,67.22,1893.71,Yes
C100549,Male,0,No,Yes,59,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer,60.56,3510.35,Yes
C100550,Male,1,No,Yes,17,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card,49.39,909.0,Yes
C100551,Female,0,Yes,No,55,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,105.68,5833.09,Yes
C100552,Male,0,No,No,52,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,96.14,5036.07,Yes
C100553,Female,1,No,No,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer,65.5,368.8,No
C100554,Male,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card,71.43,4853.2,Yes
C100555,Female,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer,47.6,3457.99,No
C100556,Female,0,Yes,Yes,51,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer,80.81,4137.35,No
C100557,Female,0,No,No,3,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,66.88,317.15,Yes
C100558,Female,0,Yes,Yes,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,60.1,1973.51,No
C100559,Female,1,No,No,68,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card,77.7,5331.58,No
C100560,Female,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,72.54,2376.75,Yes
C100561,Male,0,No,No,68,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.61,3043.33,Yes
C100562,Male,0,Yes,Yes,37,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,96.99,3656.74,No
C100563,Male,0,Yes,Yes,25,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,99.56,2462.24,No
C100564,Female,0,No,No,0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,49.57,92.7,Yes
C100565,Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,160.0,428.03,Yes
C100566,Female,0,No,No,38,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,41.65,1519.51,Yes
C100567,Female,0,No,No,53,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,88.47,4690.88,No
C100568,Male,0,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,86.88,2773.72,Yes
C100569,Male,0,No,No,32,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card,91.61,2876.15,Yes
C100570,Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card,121.28,8649.13,No
C100571,Male,0,No,Yes,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,61.78,1251.9,Yes
C100572,Male,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,71.27,1052.86,Yes
C100573,Female,1,No,No,20,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,82.74,1706.85,Yes
C100574,Male,0,No,No,44,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,19.49,825.82,No
C100575,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,74.07,4508.3,Yes
C100576,Male,0,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,82.02,2458.14,Yes
C100577,Female,0,No,No,41,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer,48.74,2040.03,Yes
C100578,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,135.5,1486.42,Yes
C100579,Female,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,77.85,4882.5,No
C100580,Female,0,No,Yes,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer,47.89,155.76,Yes
C100581,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,52.84,428.41,Yes
C100582,Female,0,Yes,No,50,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,46.28,2199.12,Yes
C100583,Female,0,No,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,47.29,780.38,Yes
C100584,Female,1,Yes,No,2,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,80.13,233.96,Yes
C100585,Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,82.85,1851.6,Yes
C100586,Female,0,No,No,12,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,83.52,931.34,Yes
C100587,Male,0,No,No,1,No,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,90.31,147.45,Yes
C100588,Female,0,Yes,No,70,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card,82.68,5844.82,No
C100589,Male,0,Yes,No,20,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,135.31,2730.3,Yes
C100590,Male,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card,97.17,1726.79,Yes
C100591,Female,1,Yes,No,46,No,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,38.97,1753.03,Yes
C100592,Male,0,No,Yes,21,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card,71.03,1521.63,No
C100593,Female,0,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,36.15,1124.75,No
C100594,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer,70.66,2158.7,No
C100595,Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,27.79,1789.96,Yes
C100596,Male,0,Yes,No,38,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,62.99,2442.74,No
C100597,Male,0,No,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card,66.76,4815.0,No
C100598,Female,0,Yes,No,41,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer,29.67,1125.5,Yes
C100599,Female,1,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Credit card,70.47,538.82,Yes
C100600,Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,58.8,1394.11,Yes
C100601,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer,37.18,36.28,Yes
C100602,Female,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,97.68,1694.65,No
C100603,Female,0,Yes,No,19,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,59.57,1160.19,Yes
C100604,Male,0,Yes,Yes,69,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card,103.77,7254.6,No
C100605,Male,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,76.16,1158.94,No
C100606,Male,0,No,No,67,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card,58.28,3914.19,No
C100607,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Electronic check,40.98,144.71,No
C100608,Female,0,No,No,50,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card,34.79,1727.62,No
C100609,Female,0,No,No,25,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer,75.62,1853.84,No
C100610,Male,1,No,Yes,55,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,80.93,4460.06,Yes
C100611,Female,0,Yes,No,63,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,44.8,2859.09,No
C100612,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card,33.75,173.08,Yes
C100613,Female,0,No,Yes,36,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card,90.98,3327.09,Yes
C100614,Female,0,Yes,No,26,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,92.31,2389.44,Yes
C100615,Male,0,Yes,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer,45.2,1955.44,No
C100616,Male,1,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,64.46,116.72,No
C100617,Female,0,No,Yes,36,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer,85.51,3045.71,Yes
C100618,Male,0,No,No,70,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card,36.94,2555.46,Yes
C100619,Male,0,Yes,Yes,32,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,43.7,1338.65,Yes
C100620,Female,0,No,Yes,30,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,94.54,2859.88,Yes
C100621,Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,43.27,2343.93,Yes
C100622,Male,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,72.07,841.81,Yes
C100623,Female,1,No,No,10,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card,72.95,765.24,No
C100624,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,34.08,2387.67,No
C100625,Female,0,Yes,No,31,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,99.47,3067.87,No
C100626,Male,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer,23.24,1264.17,Yes
C100627,Female,0,No,No,37,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,78.35,2819.12,No
C100628,Male,0,No,No,59,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.22,3336.16,Yes
C100629,Male,0,No,Yes,18,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,73.1,1324.09,Yes
C100630,Male,0,No,No,55,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,62.96,3432.39,No
C100631,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,36.05,508.92,Yes
C100632,Male,0,No,Yes,32,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,61.02,1935.66,Yes
C100633,Male,0,Yes,Yes,9,No,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,84.33,820.61,Yes
C100634,Female,1,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,62.72,3943.63,Yes
C100635,Female,0,No,Yes,63,No,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,55.71,3444.99,Yes
C100636,Male,0,No,No,61,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,18.0,1174.13,Yes
C100637,Male,0,Yes,No,67,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,43.34,2922.05,Yes
C100638,Female,1,Yes,Yes,42,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer,47.76,1958.59,Yes
